product_id,title,category,price,original_price,discount_percent,rating,rating_count,availability,brand,product_url,scraped_at
b7afa0c4325dec6309c60bb4cc427f79,The Last Mile (Amos Decker #2),Mystery,54.21,63.85,15.1,2,411,In stock,Generic,http://books.toscrape.com/catalogue/../the-last-mile-amos-decker-2_754/index.html,2025-10-15T09:44:33.758171
55c2f12bf6389553438a69d2ab0f779e,That Darkness (Gardiner and Renner #1),Mystery,13.92,15.61,10.83,1,412,In stock,Generic,http://books.toscrape.com/catalogue/../that-darkness-gardiner-and-renner-1_743/index.html,2025-10-15T09:44:33.759176
2e0fcf7785ab53cd7326e4682bdc9692,Tastes Like Fear (DI Marnie Rome #3),Mystery,10.69,12.35,13.44,1,177,In stock,Generic,http://books.toscrape.com/catalogue/../tastes-like-fear-di-marnie-rome-3_742/index.html,2025-10-15T09:44:33.759176
2c562888630e44991cef9538a2b909a1,A Time of Torment (Charlie Parker #14),Mystery,48.35,56.8,14.88,5,28,In stock,Generic,http://books.toscrape.com/catalogue/../a-time-of-torment-charlie-parker-14_657/index.html,2025-10-15T09:44:33.760172
e40f701979376207ee8ffe6216d04fa8,A Study in Scarlet (Sherlock Holmes #1),Mystery,16.73,19.32,13.41,2,421,In stock,Generic,http://books.toscrape.com/catalogue/../a-study-in-scarlet-sherlock-holmes-1_656/index.html,2025-10-15T09:44:33.761181
89f5bdf92a57dbcd134a3cb591880671,Poisonous (Max Revere Novels #3),Mystery,26.8,30.6,12.42,3,196,In stock,Generic,http://books.toscrape.com/catalogue/../poisonous-max-revere-novels-3_627/index.html,2025-10-15T09:44:33.761181
52823a83b3e616e7645cd6d9814d025d,Murder at the 42nd Street Library (Raymond Ambler #1),Mystery,54.36,64.38,15.56,4,370,In stock,Generic,http://books.toscrape.com/catalogue/../murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html,2025-10-15T09:44:33.762171
d512c560f6a36fd2d9c87011861f0f09,Most Wanted,Mystery,35.28,41.14,14.24,3,265,In stock,Generic,http://books.toscrape.com/catalogue/../most-wanted_623/index.html,2025-10-15T09:44:33.763172
891bf0adb5a114e5a5cec8f75591b743,Hide Away (Eve Duncan #20),Mystery,11.84,14.01,15.49,1,477,In stock,Generic,http://books.toscrape.com/catalogue/../hide-away-eve-duncan-20_620/index.html,2025-10-15T09:44:33.764178
f4ed7714b94e2a2a7f480180c9991d53,Boar Island (Anna Pigeon #19),Mystery,59.48,70.25,15.33,3,299,In stock,Generic,http://books.toscrape.com/catalogue/../boar-island-anna-pigeon-19_613/index.html,2025-10-15T09:44:33.764178
f500084f37232b3d83acbc02ddfa5e97,The Widow,Mystery,27.26,31.27,12.82,2,256,In stock,Generic,http://books.toscrape.com/catalogue/../the-widow_609/index.html,2025-10-15T09:44:33.765199
434b8d3fa2f9f10e17fc7bdedfc22234,Playing with Fire,Mystery,13.71,16.13,15.0,3,33,In stock,Generic,http://books.toscrape.com/catalogue/../playing-with-fire_602/index.html,2025-10-15T09:44:33.766179
7b9b5e4aa85afe63afc204ddfc783239,What Happened on Beale Street (Secrets of the South Mysteries #2),Mystery,25.37,29.69,14.55,5,379,In stock,Generic,http://books.toscrape.com/catalogue/../what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,2025-10-15T09:44:33.766179
0bf773106e0074092e34fed2470ba088,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),Mystery,52.3,57.79,9.5,5,124,In stock,Generic,http://books.toscrape.com/catalogue/../the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,2025-10-15T09:44:33.767179
2d7f54bdfa9f14aeff356f5844398264,Delivering the Truth (Quaker Midwife Mystery #1),Mystery,20.89,23.05,9.37,4,468,In stock,Generic,http://books.toscrape.com/catalogue/../delivering-the-truth-quaker-midwife-mystery-1_464/index.html,2025-10-15T09:44:33.768171
0fcdbbd6d4ce91c435a3a3a771d1c322,The Mysterious Affair at Styles (Hercule Poirot #1),Mystery,24.8,28.28,12.31,4,194,In stock,Generic,http://books.toscrape.com/catalogue/../the-mysterious-affair-at-styles-hercule-poirot-1_452/index.html,2025-10-15T09:44:35.410944
f0b049568ad26539d99cb1cb1efb324b,In the Woods (Dublin Murder Squad #1),Mystery,38.38,43.08,10.91,2,80,In stock,Generic,http://books.toscrape.com/catalogue/../in-the-woods-dublin-murder-squad-1_433/index.html,2025-10-15T09:44:35.411937
59ff088f42141133e02d8972ab3b1911,The Silkworm (Cormoran Strike #2),Mystery,23.05,26.64,13.48,5,106,In stock,Generic,http://books.toscrape.com/catalogue/../the-silkworm-cormoran-strike-2_280/index.html,2025-10-15T09:44:35.412941
464eeccec3f2b636b6723014117ccf28,The Exiled,Mystery,43.45,49.92,12.96,3,457,In stock,Generic,http://books.toscrape.com/catalogue/../the-exiled_247/index.html,2025-10-15T09:44:35.413937
b961960055d6a0de599ccddff4a72741,The Cuckoo's Calling (Cormoran Strike #1),Mystery,19.21,21.87,12.16,1,451,In stock,Generic,http://books.toscrape.com/catalogue/../the-cuckoos-calling-cormoran-strike-1_239/index.html,2025-10-15T09:44:35.413937
a8eef2984e8246725fe1546672169497,Extreme Prey (Lucas Davenport #26),Mystery,25.4,28.22,9.99,3,351,In stock,Generic,http://books.toscrape.com/catalogue/../extreme-prey-lucas-davenport-26_154/index.html,2025-10-15T09:44:35.414938
252236bcee025574d71e0f3efa32d297,Career of Evil (Cormoran Strike #3),Mystery,24.72,29.21,15.37,2,500,In stock,Generic,http://books.toscrape.com/catalogue/../career-of-evil-cormoran-strike-3_137/index.html,2025-10-15T09:44:35.415961
8dbc3bcf9e738ceaca69a6937542c8cc,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),Mystery,57.7,67.39,14.38,4,440,In stock,Generic,http://books.toscrape.com/catalogue/../the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,2025-10-15T09:44:35.415961
e23e476cead500e1d81c71ff42a0b8f3,The Girl You Lost,Mystery,12.29,14.09,12.78,5,36,In stock,Generic,http://books.toscrape.com/catalogue/../the-girl-you-lost_66/index.html,2025-10-15T09:44:35.416944
02b551780df2e32b4e1ecb1c18ab60ab,The Girl In The Ice (DCI Erika Foster #1),Mystery,15.85,17.59,9.89,3,259,In stock,Generic,http://books.toscrape.com/catalogue/../the-girl-in-the-ice-dci-erika-foster-1_65/index.html,2025-10-15T09:44:35.417937
e7b2100dec3f7edf7615c993608a5f90,Blood Defense (Samantha Brinkman #1),Mystery,20.3,23.94,15.2,3,363,In stock,Generic,http://books.toscrape.com/catalogue/../blood-defense-samantha-brinkman-1_8/index.html,2025-10-15T09:44:35.418937
347b73ba69f05a2dd4b30024be7d1356,1st to Die (Women's Murder Club #1),Mystery,53.98,59.94,9.94,1,30,In stock,Generic,http://books.toscrape.com/catalogue/../1st-to-die-womens-murder-club-1_2/index.html,2025-10-15T09:44:35.418937
6ec31ad841901890cb9b2879503ce878,Tipping the Velvet,Historical Fiction,53.74,59.48,9.65,1,23,In stock,Generic,http://books.toscrape.com/catalogue/../tipping-the-velvet_999/index.html,2025-10-15T09:44:37.227017
fa541bc08e0dd7d9ad2fa3a80dc4f682,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,Historical Fiction,29.69,34.55,14.07,3,390,In stock,Generic,http://books.toscrape.com/catalogue/../forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html,2025-10-15T09:44:37.227017
f10b24e3882db328bd5de98ef0220309,A Flight of Arrows (The Pathfinders #2),Historical Fiction,55.53,65.23,14.87,5,273,In stock,Generic,http://books.toscrape.com/catalogue/../a-flight-of-arrows-the-pathfinders-2_876/index.html,2025-10-15T09:44:37.228022
7c30fbc9c1b6db9d45485a1760b9db5e,The House by the Lake,Historical Fiction,36.95,42.65,13.36,1,259,In stock,Generic,http://books.toscrape.com/catalogue/../the-house-by-the-lake_846/index.html,2025-10-15T09:44:37.229013
e578a92ef43f2bf1747cf6f50d75db40,Mrs. Houdini,Historical Fiction,30.25,33.78,10.45,5,493,In stock,Generic,http://books.toscrape.com/catalogue/../mrs-houdini_821/index.html,2025-10-15T09:44:37.230017
0c654b38d0c118c54823cc043e487ad5,The Marriage of Opposites,Historical Fiction,28.08,32.89,14.62,4,93,In stock,Generic,http://books.toscrape.com/catalogue/../the-marriage-of-opposites_759/index.html,2025-10-15T09:44:37.230017
02dcc9f50ed9ce9d8ef5a0165351476c,Glory over Everything: Beyond The Kitchen House,Historical Fiction,45.84,51.08,10.26,3,225,In stock,Generic,http://books.toscrape.com/catalogue/../glory-over-everything-beyond-the-kitchen-house_696/index.html,2025-10-15T09:44:37.231014
4c97305ff179c5b884f36f3778eb8733,"Love, Lies and Spies",Historical Fiction,20.55,24.52,16.19,2,445,In stock,Generic,http://books.toscrape.com/catalogue/../love-lies-and-spies_622/index.html,2025-10-15T09:44:37.232040
9450df956fbd88228e50951ed1309fb8,A Paris Apartment,Historical Fiction,39.01,44.93,13.18,4,356,In stock,Generic,http://books.toscrape.com/catalogue/../a-paris-apartment_612/index.html,2025-10-15T09:44:37.233067
6dafaa413c2d66488904df08f3cb4404,Lilac Girls,Historical Fiction,17.28,19.91,13.21,2,175,In stock,Generic,http://books.toscrape.com/catalogue/../lilac-girls_597/index.html,2025-10-15T09:44:37.233067
adf3fcc13c4a325055ed336ae98fdcd3,The Constant Princess (The Tudor Court #1),Historical Fiction,16.62,19.64,15.38,3,258,In stock,Generic,http://books.toscrape.com/catalogue/../the-constant-princess-the-tudor-court-1_493/index.html,2025-10-15T09:44:37.234032
8abe0cb97040f1eaa97688e74c09582f,The Invention of Wings,Historical Fiction,37.34,44.61,16.3,1,123,In stock,Generic,http://books.toscrape.com/catalogue/../the-invention-of-wings_448/index.html,2025-10-15T09:44:37.235032
88c01e3ff2a7d65f4ca711971e0d78f1,World Without End (The Pillars of the Earth #2),Historical Fiction,32.97,38.38,14.1,4,156,In stock,Generic,http://books.toscrape.com/catalogue/../world-without-end-the-pillars-of-the-earth-2_420/index.html,2025-10-15T09:44:37.235032
8955a9f1dd1b918a15335629e1abd81a,The Passion of Dolssa,Historical Fiction,28.32,33.03,14.26,5,104,In stock,Generic,http://books.toscrape.com/catalogue/../the-passion-of-dolssa_351/index.html,2025-10-15T09:44:37.236031
eac11d09c2dc935f5beafdaf6b1275d3,Girl With a Pearl Earring,Historical Fiction,26.77,30.35,11.8,1,209,In stock,Generic,http://books.toscrape.com/catalogue/../girl-with-a-pearl-earring_322/index.html,2025-10-15T09:44:37.237030
b11a81f386d29831264237d3f99b714d,Voyager (Outlander #3),Historical Fiction,21.07,23.5,10.34,5,267,In stock,Generic,http://books.toscrape.com/catalogue/../voyager-outlander-3_299/index.html,2025-10-15T09:44:37.238036
f06f6c053ed6704f3f959dc6d9e347fd,The Red Tent,Historical Fiction,35.66,39.77,10.33,5,366,In stock,Generic,http://books.toscrape.com/catalogue/../the-red-tent_273/index.html,2025-10-15T09:44:37.238036
ab8ed074e6344d62180d5eb0d531d261,The Last Painting of Sara de Vos,Historical Fiction,55.55,63.08,11.94,2,283,In stock,Generic,http://books.toscrape.com/catalogue/../the-last-painting-of-sara-de-vos_259/index.html,2025-10-15T09:44:37.239054
47ae271cafa4cb1d1e2374cfe06b35e4,The Guernsey Literary and Potato Peel Pie Society,Historical Fiction,49.53,58.61,15.49,1,468,In stock,Generic,http://books.toscrape.com/catalogue/../the-guernsey-literary-and-potato-peel-pie-society_253/index.html,2025-10-15T09:44:37.240030
26c68d43a25d0ec54cc29c333b704735,Girl in the Blue Coat,Historical Fiction,46.83,54.8,14.54,2,348,In stock,Generic,http://books.toscrape.com/catalogue/../girl-in-the-blue-coat_160/index.html,2025-10-15T09:44:37.241029
d4728efb93d1d0b0a6f44ecff6b50b79,Between Shades of Gray,Historical Fiction,20.79,24.39,14.76,5,316,In stock,Generic,http://books.toscrape.com/catalogue/../between-shades-of-gray_128/index.html,2025-10-15T09:44:38.744818
ce3c49a4add44e6b765d99ebea4d7159,While You Were Mine,Historical Fiction,41.32,48.98,15.64,5,129,In stock,Generic,http://books.toscrape.com/catalogue/../while-you-were-mine_97/index.html,2025-10-15T09:44:38.745815
3e45b07ab54098664ddc5aa36f743369,The Secret Healer,Historical Fiction,34.56,41.42,16.56,3,96,In stock,Generic,http://books.toscrape.com/catalogue/../the-secret-healer_80/index.html,2025-10-15T09:44:38.745815
1252e17a87182410e7835bfc4f647fc4,Starlark,Historical Fiction,25.83,29.29,11.81,3,184,In stock,Generic,http://books.toscrape.com/catalogue/../starlark_56/index.html,2025-10-15T09:44:38.746837
d7f3a790dbf975f8887bd361ccab68f1,Lost Among the Living,Historical Fiction,27.7,32.58,14.98,4,416,In stock,Generic,http://books.toscrape.com/catalogue/../lost-among-the-living_31/index.html,2025-10-15T09:44:38.747854
ccc3e6ca266633c812dd6ddcee703428,A Spy's Devotion (The Regency Spies of London #1),Historical Fiction,16.97,20.0,15.15,5,73,In stock,Generic,http://books.toscrape.com/catalogue/../a-spys-devotion-the-regency-spies-of-london-1_3/index.html,2025-10-15T09:44:38.748814
c1889fa382a9eb2f047161b74124a602,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),Sequential Art,52.29,61.18,14.53,5,453,In stock,Generic,http://books.toscrape.com/catalogue/../scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,2025-10-15T09:44:40.929992
ddbbf221bd02801a3fba643d971586fc,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),Sequential Art,16.28,18.86,13.68,1,186,In stock,Generic,http://books.toscrape.com/catalogue/../tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,2025-10-15T09:44:40.930997
4fd664eaf14c2d3ed2ae1228b4037c35,This One Summer,Sequential Art,19.49,22.81,14.56,4,3,In stock,Generic,http://books.toscrape.com/catalogue/../this-one-summer_947/index.html,2025-10-15T09:44:40.931996
757595f2a19932f7763261a37cffde1c,The Nameless City (The Nameless City #1),Sequential Art,38.16,43.13,11.52,4,117,In stock,Generic,http://books.toscrape.com/catalogue/../the-nameless-city-the-nameless-city-1_940/index.html,2025-10-15T09:44:40.932996
ee391c9b2ebc7e7b31ab2b4984880b47,"Saga, Volume 5 (Saga (Collected Editions) #5)",Sequential Art,51.04,56.81,10.16,2,46,In stock,Generic,http://books.toscrape.com/catalogue/../saga-volume-5-saga-collected-editions-5_923/index.html,2025-10-15T09:44:40.932996
a0f0da66d2d10fd15ac6b0ee5451b6ec,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",Sequential Art,50.4,55.51,9.21,3,113,In stock,Generic,http://books.toscrape.com/catalogue/../rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html,2025-10-15T09:44:40.933996
3a10df82d5f87d367e970e1bfffcd595,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",Sequential Art,13.61,15.15,10.17,5,30,In stock,Generic,http://books.toscrape.com/catalogue/../princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html,2025-10-15T09:44:40.934996
aa95416b71619ce19db25591c5bd4647,"Pop Gun War, Volume 1: Gift",Sequential Art,18.97,21.65,12.38,1,112,In stock,Generic,http://books.toscrape.com/catalogue/../pop-gun-war-volume-1-gift_918/index.html,2025-10-15T09:44:40.935996
5040b4c16da56ec0b28d8e43af20e393,Patience,Sequential Art,10.16,11.61,12.49,3,64,In stock,Generic,http://books.toscrape.com/catalogue/../patience_916/index.html,2025-10-15T09:44:40.935996
3057f4d26041942ff4994649db1be415,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",Sequential Art,15.44,17.11,9.76,4,277,In stock,Generic,http://books.toscrape.com/catalogue/../outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html,2025-10-15T09:44:40.936997
a216a61e8b3e71cca03c9e4436527e7d,orange: The Complete Collection 1 (orange: The Complete Collection #1),Sequential Art,48.41,55.75,13.17,1,132,In stock,Generic,http://books.toscrape.com/catalogue/../orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html,2025-10-15T09:44:40.937996
215daf365d2fd8a9be1e4bb1284c7e5f,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",Sequential Art,46.91,52.74,11.05,2,200,In stock,Generic,http://books.toscrape.com/catalogue/../lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html,2025-10-15T09:44:40.937996
2281de212c1917db8e1f0c5cd775d274,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",Sequential Art,45.61,52.76,13.55,3,6,In stock,Generic,http://books.toscrape.com/catalogue/../lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html,2025-10-15T09:44:40.938996
3c50f94abd40d9fcf3e792f60140976e,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),Sequential Art,19.92,22.09,9.82,2,457,In stock,Generic,http://books.toscrape.com/catalogue/../lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html,2025-10-15T09:44:40.939997
825b1cd42cff212bc3b6da8dde613789,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",Sequential Art,29.17,32.31,9.72,2,279,In stock,Generic,http://books.toscrape.com/catalogue/../i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html,2025-10-15T09:44:40.940996
526400df35da385caff0c020966a205b,I am a Hero Omnibus Volume 1,Sequential Art,54.63,65.01,15.97,3,140,In stock,Generic,http://books.toscrape.com/catalogue/../i-am-a-hero-omnibus-volume-1_898/index.html,2025-10-15T09:44:40.940996
8ef4df96be0bc45f2b70a9df1faa8e59,"Giant Days, Vol. 2 (Giant Days #5-8)",Sequential Art,22.11,26.31,15.96,2,334,In stock,Generic,http://books.toscrape.com/catalogue/../giant-days-vol-2-giant-days-5-8_895/index.html,2025-10-15T09:44:40.941996
1e54a3e2a24f8d12e287d6f4297c1cf5,Danganronpa Volume 1,Sequential Art,51.99,57.93,10.25,4,195,In stock,Generic,http://books.toscrape.com/catalogue/../danganronpa-volume-1_889/index.html,2025-10-15T09:44:40.942998
ccb29621b1faf6726735378500d44188,"Codename Baboushka, Volume 1: The Conclave of Death",Sequential Art,36.72,44.05,16.64,4,343,In stock,Generic,http://books.toscrape.com/catalogue/../codename-baboushka-volume-1-the-conclave-of-death_887/index.html,2025-10-15T09:44:40.943998
9cc2afbbcd92dfce345925c3c14676f7,Camp Midnight,Sequential Art,17.08,20.3,15.86,4,100,In stock,Generic,http://books.toscrape.com/catalogue/../camp-midnight_886/index.html,2025-10-15T09:44:40.944997
b8a20b9284b98dcf2e8ffd28a096e3d4,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",Sequential Art,37.92,43.63,13.09,2,382,In stock,Generic,http://books.toscrape.com/catalogue/../bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html,2025-10-15T09:44:43.082416
3f0e9610ae4870f0a47f22ea904cf225,The Shadow Hero (The Shadow Hero),Sequential Art,33.14,36.54,9.3,1,32,In stock,Generic,http://books.toscrape.com/catalogue/../the-shadow-hero-the-shadow-hero_860/index.html,2025-10-15T09:44:43.082416
b7e2f6af1925a7fe6ec5e76168460cc9,"Fables, Vol. 1: Legends in Exile (Fables #1)",Sequential Art,41.62,49.15,15.32,4,255,In stock,Generic,http://books.toscrape.com/catalogue/../fables-vol-1-legends-in-exile-fables-1_806/index.html,2025-10-15T09:44:43.083417
803246a0ed6cd78c7917ac6b75cda4bf,Batman: The Long Halloween (Batman),Sequential Art,36.5,43.71,16.5,2,249,In stock,Generic,http://books.toscrape.com/catalogue/../batman-the-long-halloween-batman_793/index.html,2025-10-15T09:44:43.084423
c45acaf01758326587283b6efdf0e2b7,Batman: The Dark Knight Returns (Batman),Sequential Art,15.38,17.73,13.25,5,299,In stock,Generic,http://books.toscrape.com/catalogue/../batman-the-dark-knight-returns-batman_792/index.html,2025-10-15T09:44:43.085452
03838bce83db2d05eebba048719cb4bb,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Sequential Art,37.34,41.83,10.73,4,282,In stock,Generic,http://books.toscrape.com/catalogue/../wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,2025-10-15T09:44:43.085452
f7580cc51be51f7f868d0b004b5eae89,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Sequential Art,53.9,61.61,12.51,1,251,In stock,Generic,http://books.toscrape.com/catalogue/../we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,2025-10-15T09:44:43.086423
9c6bd9cfa64460ff93886da8a51863f9,Through the Woods,Sequential Art,25.38,28.57,11.17,2,42,In stock,Generic,http://books.toscrape.com/catalogue/../through-the-woods_772/index.html,2025-10-15T09:44:43.087424
3c77cc767e17d464eb672b1f720b4599,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Sequential Art,11.89,13.76,13.59,5,122,In stock,Generic,http://books.toscrape.com/catalogue/../superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,2025-10-15T09:44:43.087424
f580e66dc9287d1ab431ee339cdc8d77,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Sequential Art,35.43,41.88,15.4,4,174,In stock,Generic,http://books.toscrape.com/catalogue/../so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,2025-10-15T09:44:43.088448
b5436ae6fbc94da9a71a827d2e1758b9,Robin War,Sequential Art,47.82,53.55,10.7,3,86,In stock,Generic,http://books.toscrape.com/catalogue/../robin-war_730/index.html,2025-10-15T09:44:43.089416
f96b9af77705319c68ce43e77009b557,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Sequential Art,25.48,30.43,16.27,2,397,In stock,Generic,http://books.toscrape.com/catalogue/../red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,2025-10-15T09:44:43.090417
666d7207e7ff6247833f565d96a861ae,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Sequential Art,38.39,45.03,14.75,2,184,In stock,Generic,http://books.toscrape.com/catalogue/../naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,2025-10-15T09:44:43.090417
b67973c13f8b80cba014c2fa15ca94bd,Lowriders to the Center of the Earth (Lowriders in Space #2),Sequential Art,51.51,60.44,14.77,2,410,In stock,Generic,http://books.toscrape.com/catalogue/../lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,2025-10-15T09:44:43.091426
21a597505feefb5a388bf7f9d97fe449,El Deafo,Sequential Art,57.62,68.55,15.94,5,316,In stock,Generic,http://books.toscrape.com/catalogue/../el-deafo_691/index.html,2025-10-15T09:44:43.092416
7596bb6c39d945a7ad26ead6b573162a,Batman: Europa,Sequential Art,32.01,36.63,12.61,2,483,In stock,Generic,http://books.toscrape.com/catalogue/../batman-europa_668/index.html,2025-10-15T09:44:43.093416
6e8f05f8fd38ac29161baee4eafba05b,Art Ops Vol. 1,Sequential Art,48.8,56.51,13.64,3,379,In stock,Generic,http://books.toscrape.com/catalogue/../art-ops-vol-1_664/index.html,2025-10-15T09:44:43.093416
